school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,G1,G2,studytime,absences,G3,advice
GP,M,16,U,GT3,T,3,2,services,services,course,mother,2,,1,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,12,11,1,16,12,"Prioritize attendance,try to increse the study hour, set specific study goals, communicate with teachers, address the root causes, stay organized, and seek help when needed."
GP,M,16,U,GT3,T,2,2,other,other,course,father,1,,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,10,10,2,4,10,"It's important to increase your study time and focus on understanding the material rather than just memorizing it. Develop a study schedule, set specific goals, and seek help from teachers or tutors if necessary. Identify the areas where you are struggling and work on them, make any necessary adjustments to your study habits and stay organized and focused on your goals to improve your grades."
GP,F,16,U,GT3,T,4,2,health,services,home,father,1,,0,no,no,yes,no,yes,yes,yes,yes,4,2,3,1,1,3,14,15,2,0,16,"You are already on the right track towards academic success. Further success can be achieved by actively engaging in class, seeking help when needed, practicing regularly, setting specific study goals, staying organized and prioritizing your studies. Remember that improvement takes effort and dedication."
GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,,0,no,yes,yes,no,no,yes,yes,no,5,1,5,1,1,4,6,7,2,0,0,"Review study methods, seek help, identify weaknesses, practice regularly, stay organized, get enough rest, stay motivated and set small goals to celebrate progress,you are in right path for improvements."
GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1,,0,no,yes,yes,no,yes,yes,yes,yes,4,4,2,1,1,3,14,14,2,0,14,"Try to maxiize study hour, set specific study goals, understand the material, practice regularly, seek help, stay organized, and prioritize your studies."
GP,M,16,U,GT3,T,3,4,other,other,course,father,3,,2,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,6,5,1,0,0,"Review study methods, seek help, identify weaknesses, practice regularly, stay organized, get enough rest, stay motivated and set small goals to celebrate progress,you are in right path for improvements."
GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,1,3,13,15,2,2,16,"You are already on the right track towards academic success. Further success can be achieved by actively engaging in class, seeking help when needed, practicing regularly, setting specific study goals, staying organized and prioritizing your studies. Remember that improvement takes effort and dedication."
GP,M,17,U,LE3,T,4,4,teacher,other,reputation,mother,1,,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,3,5,13,11,2,0,10,"It's important to increase your study time and focus on understanding the material rather than just memorizing it. Develop a study schedule, set specific goals, and seek help from teachers or tutors if necessary. Identify the areas where you are struggling and work on them, make any necessary adjustments to your study habits and stay organized and focused on your goals to improve your grades."
GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,1,,3,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,8,7,2,0,0,"Review study methods, seek help, identify weaknesses, practice regularly, stay organized, get enough rest, stay motivated and set small goals to celebrate progress,you are in right path for improvements."
GP,F,16,U,LE3,T,3,3,other,other,reputation,mother,2,,0,no,yes,yes,yes,yes,yes,yes,no,4,4,5,1,1,4,10,11,2,4,9,"It's important to increase your study time and focus on understanding the material rather than just memorizing it. Develop a study schedule, set specific goals, and seek help from teachers or tutors if necessary. Identify the areas where you are struggling and work on them, make any necessary adjustments to your study habits and stay organized and focused on your goals to improve your grades."
GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2,,0,no,no,yes,yes,yes,yes,yes,no,4,4,4,4,4,4,10,9,2,4,9,"It's important to increase your study time and focus on understanding the material rather than just memorizing it. Develop a study schedule, set specific goals, and seek help from teachers or tutors if necessary. Identify the areas where you are struggling and work on them, make any necessary adjustments to your study habits and stay organized and focused on your goals to improve your grades."
GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,,0,no,no,yes,yes,no,yes,yes,no,3,4,4,1,4,5,13,13,2,2,11,"It's important to increase your study time and focus on understanding the material rather than just memorizing it. Develop a study schedule, set specific goals, and seek help from teachers or tutors if necessary. Identify the areas where you are struggling and work on them, make any necessary adjustments to your study habits and stay organized and focused on your goals to improve your grades."
GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1,,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,6,5,2,4,6,"Create a study schedule, break down the material, seek help, practice regularly, identify your weaknesses, stay organized and focused on your goals, and remember that improvement takes time and effort."
GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1,,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,10,8,1,10,9,"It's important to increase your study time and focus on understanding the material rather than just memorizing it. Develop a study schedule, set specific goals, and seek help from teachers or tutors if necessary. Identify the areas where you are struggling and work on them, make any necessary adjustments to your study habits and stay organized and focused on your goals to improve your grades."
GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,,0,no,yes,no,yes,yes,yes,yes,yes,5,2,3,1,1,2,10,10,2,4,11,"It's important to increase your study time and focus on understanding the material rather than just memorizing it. Develop a study schedule, set specific goals, and seek help from teachers or tutors if necessary. Identify the areas where you are struggling and work on them, make any necessary adjustments to your study habits and stay organized and focused on your goals to improve your grades."
GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,9,8,2,10,8,"It's important to increase your study time and focus on understanding the material rather than just memorizing it. Develop a study schedule, set specific goals, and seek help from teachers or tutors if necessary. Identify the areas where you are struggling and work on them, make any necessary adjustments to your study habits and stay organized and focused on your goals to improve your grades."
GP,M,16,U,GT3,T,3,3,services,other,home,mother,1,,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,3,12,13,2,2,12,"It's important to increase your study time and focus on understanding the material rather than just memorizing it. Develop a study schedule, set specific goals, and seek help from teachers or tutors if necessary. Identify the areas where you are struggling and work on them, make any necessary adjustments to your study habits and stay organized and focused on your goals to improve your grades."
GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1,,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,16,17,2,0,17,"You are already on the right track towards academic success. Further success can be achieved by actively engaging in class, seeking help when needed, practicing regularly, setting specific study goals, staying organized and prioritizing your studies. Remember that improvement takes effort and dedication."
GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1,,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,9,9,2,56,8,"Make sure to attend class regularly, Reach out to your teachers for help if you are struggling to stay on top of your work,Manage your time effectively by setting specific study goals , Creating a schedule to help you stay on track and make the most of your study time,Focus on understanding the material rather than just memorizing it."
GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,,0,no,yes,yes,no,yes,yes,yes,no,1,2,2,1,2,1,12,13,2,14,12,"Prioritize attendance,try to increse the study hour, set specific study goals, communicate with teachers, address the root causes, stay organized, and seek help when needed."
GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,12,12,2,12,11,"Prioritize attendance,try to increse the study hour, set specific study goals, communicate with teachers, address the root causes, stay organized, and seek help when needed."
GP,M,16,U,GT3,T,1,2,services,services,other,mother,1,,0,no,yes,yes,yes,yes,yes,yes,yes,3,3,3,1,2,3,11,12,1,2,11,"It's important to increase your study time and focus on understanding the material rather than just memorizing it. Develop a study schedule, set specific goals, and seek help from teachers or tutors if necessary. Identify the areas where you are struggling and work on them, make any necessary adjustments to your study habits and stay organized and focused on your goals to improve your grades."
GP,M,16,U,LE3,T,2,1,other,other,course,mother,1,,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,5,15,15,2,0,15,"Try to maxiize study hour, set specific study goals, understand the material, practice regularly, seek help, stay organized, and prioritize your studies."
GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,8,7,2,6,9,"It's important to increase your study time and focus on understanding the material rather than just memorizing it. Develop a study schedule, set specific goals, and seek help from teachers or tutors if necessary. Identify the areas where you are struggling and work on them, make any necessary adjustments to your study habits and stay organized and focused on your goals to improve your grades."
GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,8,9,2,4,10,"It's important to increase your study time and focus on understanding the material rather than just memorizing it. Develop a study schedule, set specific goals, and seek help from teachers or tutors if necessary. Identify the areas where you are struggling and work on them, make any necessary adjustments to your study habits and stay organized and focused on your goals to improve your grades."
GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,11,12,2,10,13,"Try to maxiize study hour, set specific study goals, understand the material, practice regularly, seek help, stay organized, and prioritize your studies."
GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1,,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,8,8,2,0,9,"It's important to increase your study time and focus on understanding the material rather than just memorizing it. Develop a study schedule, set specific goals, and seek help from teachers or tutors if necessary. Identify the areas where you are struggling and work on them, make any necessary adjustments to your study habits and stay organized and focused on your goals to improve your grades."
GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2,,0,no,no,yes,yes,no,yes,yes,no,4,4,4,4,5,5,7,8,2,12,8,"Make sure to attend class regularly, Reach out to your teachers for help if you are struggling to stay on top of your work,Manage your time effectively by setting specific study goals , Creating a schedule to help you stay on track and make the most of your study time,Focus on understanding the material rather than just memorizing it."
GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1,,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,8,9,1,8,10,"It's important to increase your study time and focus on understanding the material rather than just memorizing it. Develop a study schedule, set specific goals, and seek help from teachers or tutors if necessary. Identify the areas where you are struggling and work on them, make any necessary adjustments to your study habits and stay organized and focused on your goals to improve your grades."
GP,M,16,U,GT3,T,2,3,other,other,home,father,2,,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,13,14,1,0,14,"Try to maxiize study hour, set specific study goals, understand the material, practice regularly, seek help, stay organized, and prioritize your studies."
GP,F,17,U,LE3,T,2,4,services,services,course,father,1,,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,14,15,2,0,15,"Try to maxiize study hour, set specific study goals, understand the material, practice regularly, seek help, stay organized, and prioritize your studies."
GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,1,,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,17,15,1,4,16,"You are already on the right track towards academic success. Further success can be achieved by actively engaging in class, seeking help when needed, practicing regularly, setting specific study goals, staying organized and prioritizing your studies. Remember that improvement takes effort and dedication."
GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,,0,no,yes,yes,yes,yes,yes,yes,no,3,3,4,3,5,3,9,9,1,8,10,"It's important to increase your study time and focus on understanding the material rather than just memorizing it. Develop a study schedule, set specific goals, and seek help from teachers or tutors if necessary. Identify the areas where you are struggling and work on them, make any necessary adjustments to your study habits and stay organized and focused on your goals to improve your grades."
GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2,,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,18,18,1,24,18,"Continue to challenge yourself academically by taking on more difficult coursework, participating in research or other academic opportunities, and setting high standards for your performance to reach your full potential."
GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,1,,0,no,yes,yes,no,yes,yes,yes,no,4,5,2,1,2,3,9,9,2,0,10,"It's important to increase your study time and focus on understanding the material rather than just memorizing it. Develop a study schedule, set specific goals, and seek help from teachers or tutors if necessary. Identify the areas where you are struggling and work on them, make any necessary adjustments to your study habits and stay organized and focused on your goals to improve your grades."
GP,F,16,U,GT3,T,4,3,health,other,home,mother,1,,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,16,16,2,2,16,"You are already on the right track towards academic success. Further success can be achieved by actively engaging in class, seeking help when needed, practicing regularly, setting specific study goals, staying organized and prioritizing your studies. Remember that improvement takes effort and dedication."
GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1,,0,yes,yes,yes,yes,yes,yes,no,no,4,4,3,1,3,4,8,10,2,6,10,"It's important to increase your study time and focus on understanding the material rather than just memorizing it. Develop a study schedule, set specific goals, and seek help from teachers or tutors if necessary. Identify the areas where you are struggling and work on them, make any necessary adjustments to your study habits and stay organized and focused on your goals to improve your grades."
GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,,0,no,yes,yes,no,no,yes,no,no,4,4,4,1,3,1,9,9,2,4,10,"It's important to increase your study time and focus on understanding the material rather than just memorizing it. Develop a study schedule, set specific goals, and seek help from teachers or tutors if necessary. Identify the areas where you are struggling and work on them, make any necessary adjustments to your study habits and stay organized and focused on your goals to improve your grades."
GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1,,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,7,6,1,18,6,"It's important to address both attendance and study habits if you want to improve your grades. Make sure to attend class regularly, set specific study goals and schedule dedicated study time, and seek help from teachers or tutors if necessary. It's also important to identify the reasons why you are not attending classes and not studying enough and work on addressing those issues. It might be helpful to meet with a counselor or advisor for additional support. Remember that improvement takes time and effort, but with dedication and hard work, you can turn things around."
GP,F,16,R,GT3,T,2,2,services,services,reputation,mother,2,,0,no,yes,yes,yes,no,yes,yes,no,5,3,5,1,1,5,10,10,4,6,11,"Review study methods, seek help, identify weaknesses, practice regularly, stay organized, get enough rest, stay motivated and set small goals to celebrate progress,you are in right path for improvements."
GP,F,17,U,GT3,T,3,4,at_home,services,home,mother,1,,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,10,9,3,28,9,"It's important to address both attendance and study habits if you want to improve your grades. Make sure to attend class regularly, set specific study goals and schedule dedicated study time, and seek help from teachers or tutors if necessary. It's also important to identify the reasons why you are not attending classes and not studying enough and work on addressing those issues. It might be helpful to meet with a counselor or advisor for additional support. Remember that improvement takes time and effort, but with dedication and hard work, you can turn things around."
GP,F,16,U,GT3,A,3,1,services,other,course,mother,1,,3,no,yes,yes,no,yes,yes,yes,no,2,3,3,2,2,4,7,7,2,5,7,"Create a study schedule, break down the material, seek help, practice regularly, identify your weaknesses, stay organized and focused on your goals, and remember that improvement takes time and effort."
GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1,,0,no,no,yes,yes,yes,yes,yes,yes,1,3,2,1,1,1,11,12,2,10,13,"Try to maxiize study hour, set specific study goals, understand the material, practice regularly, seek help, stay organized, and prioritize your studies."
GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2,,0,no,yes,yes,no,yes,yes,no,no,4,3,2,1,4,5,9,9,1,6,10,"It's important to increase your study time and focus on understanding the material rather than just memorizing it. Develop a study schedule, set specific goals, and seek help from teachers or tutors if necessary. Identify the areas where you are struggling and work on them, make any necessary adjustments to your study habits and stay organized and focused on your goals to improve your grades."
GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2,,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,2,1,1,4,7,7,3,6,7,"Create a study schedule, break down the material, seek help, practice regularly, identify your weaknesses, stay organized and focused on your goals, and remember that improvement takes time and effort."
GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1,,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,3,8,8,4,10,8,"Review study methods, seek help, identify weaknesses, practice regularly, stay organized, get enough rest, stay motivated and set small goals to celebrate progress,you are in right path for improvements."
GP,M,17,U,LE3,T,4,4,services,other,home,mother,1,,0,no,yes,yes,no,yes,yes,yes,yes,5,3,5,4,5,3,12,12,2,13,13,"Try to maxiize study hour, set specific study goals, understand the material, practice regularly, seek help, stay organized, and prioritize your studies."
GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,,0,yes,yes,yes,no,yes,yes,yes,no,3,3,4,1,1,4,12,13,2,0,14,"Try to maxiize study hour, set specific study goals, understand the material, practice regularly, seek help, stay organized, and prioritize your studies."
GP,M,18,U,GT3,T,2,2,services,other,home,mother,1,,1,no,yes,yes,yes,yes,yes,yes,no,4,4,4,2,4,5,6,7,2,15,8,"It's important to address both attendance and study habits if you want to improve your grades. Make sure to attend class regularly, set specific study goals and schedule dedicated study time, and seek help from teachers or tutors if necessary. It's also important to identify the reasons why you are not attending classes and not studying enough and work on addressing those issues. It might be helpful to meet with a counselor or advisor for additional support. Remember that improvement takes time and effort, but with dedication and hard work, you can turn things around."
GP,F,17,R,LE3,T,4,4,services,other,other,mother,1,,0,no,yes,yes,no,yes,yes,no,no,5,2,1,1,2,3,8,10,1,12,10,"It's important to increase your study time and focus on understanding the material rather than just memorizing it. Develop a study schedule, set specific goals, and seek help from teachers or tutors if necessary. Identify the areas where you are struggling and work on them, make any necessary adjustments to your study habits and stay organized and focused on your goals to improve your grades."
GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2,,0,no,no,yes,no,yes,yes,yes,no,4,4,4,1,3,1,14,15,2,2,15,"Try to maxiize study hour, set specific study goals, understand the material, practice regularly, seek help, stay organized, and prioritize your studies."
GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1,,2,no,no,yes,no,yes,yes,yes,yes,3,4,5,2,4,1,6,6,2,22,4,"Make sure to attend class regularly, Reach out to your teachers for help if you are struggling to stay on top of your work,Manage your time effectively by setting specific study goals , Creating a schedule to help you stay on track and make the most of your study time,Focus on understanding the material rather than just memorizing it."
GP,M,18,U,LE3,T,3,3,services,health,home,father,1,,1,no,yes,yes,no,yes,yes,yes,no,3,2,4,2,4,4,6,6,2,13,8,"It's important to address both attendance and study habits if you want to improve your grades. Make sure to attend class regularly, set specific study goals and schedule dedicated study time, and seek help from teachers or tutors if necessary. It's also important to identify the reasons why you are not attending classes and not studying enough and work on addressing those issues. It might be helpful to meet with a counselor or advisor for additional support. Remember that improvement takes time and effort, but with dedication and hard work, you can turn things around."
GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2,,0,no,yes,yes,no,yes,yes,no,no,3,3,3,1,4,3,7,7,1,3,8,"Create a study schedule, break down the material, seek help, practice regularly, identify your weaknesses, stay organized and focused on your goals, and remember that improvement takes time and effort."
GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,9,10,3,4,10,"Review study methods, seek help, identify weaknesses, practice regularly, stay organized, get enough rest, stay motivated and set small goals to celebrate progress,you are in right path for improvements."
GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2,,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,6,6,2,2,6,"Create a study schedule, break down the material, seek help, practice regularly, identify your weaknesses, stay organized and focused on your goals, and remember that improvement takes time and effort."
GP,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,1,,1,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,6,5,3,0,0,"Review study methods, seek help, identify weaknesses, practice regularly, stay organized, get enough rest, stay motivated and set small goals to celebrate progress,you are in right path for improvements."
GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,16,16,2,2,17,"Continue to challenge yourself academically by taking on more difficult coursework, participating in research or other academic opportunities, and setting high standards for your performance to reach your full potential."
GP,M,18,U,GT3,T,2,2,other,other,home,mother,2,,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,12,13,2,0,13,
GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1,,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,13,13,3,0,14,
GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,,1,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,9,8,2,16,7,
GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,16,15,2,10,15,
GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1,,0,no,yes,yes,no,no,yes,yes,no,5,3,3,1,3,3,12,11,2,2,12,
GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,4,,0,yes,yes,yes,yes,yes,yes,yes,yes,4,3,2,4,5,3,10,8,2,14,9,
GP,F,17,U,GT3,A,2,1,other,other,course,mother,2,,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,12,10,3,10,12,
GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1,,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,13,13,2,14,14,
GP,M,17,R,GT3,T,2,2,other,other,course,father,2,,0,no,yes,yes,yes,yes,yes,yes,no,4,5,2,1,1,1,11,11,2,4,11,
GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,11,9,2,14,9,
GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1,,0,no,yes,yes,yes,yes,yes,yes,no,4,2,4,2,4,1,14,13,2,2,13,
GP,M,16,U,LE3,T,1,1,other,other,home,mother,2,,0,no,yes,yes,no,yes,yes,yes,no,3,4,2,1,1,5,9,7,2,18,6,
GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,11,9,3,10,10,
GP,M,17,U,LE3,T,2,2,other,other,home,father,1,,0,no,no,yes,yes,no,yes,yes,yes,4,4,2,5,5,4,14,13,2,4,13,
GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,13,12,1,20,12,
GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,13,11,2,2,11,
GP,M,18,U,GT3,T,2,2,other,services,reputation,father,1,,1,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,7,7,2,0,0,"Review study methods, seek help, identify weaknesses, practice regularly, stay organized, get enough rest, stay motivated and set small goals to celebrate progress,you are in right path for improvements."
GP,M,17,U,LE3,T,4,3,health,other,course,mother,2,,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,12,12,2,14,12,
GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,2,3,4,10,11,2,2,12,
GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,1,,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,6,0,1,0,0,
GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,,0,no,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,13,12,1,0,12,
GP,F,18,U,GT3,T,2,1,other,other,course,other,2,,0,no,yes,yes,no,no,yes,yes,yes,4,4,4,1,1,3,7,0,3,0,0,
GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,18,18,1,6,18,
GP,M,17,U,GT3,T,2,3,other,other,course,father,2,,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,12,12,1,4,13,
GP,M,22,U,GT3,T,3,1,services,services,other,mother,1,,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,6,8,1,16,8,
GP,M,18,R,LE3,T,3,3,other,services,course,mother,1,,1,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,3,5,2,8,5,
GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,,0,no,no,yes,no,no,yes,yes,no,4,3,2,2,4,5,13,15,1,0,15,
GP,M,18,U,GT3,T,3,2,services,other,course,mother,2,,1,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,6,8,1,0,8,
GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3,,0,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,7,10,2,6,10,
GP,M,18,U,GT3,T,2,1,services,services,other,mother,1,,1,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,6,9,1,4,8,
GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,8,9,1,0,8,
GP,M,17,R,GT3,T,2,1,other,other,course,mother,1,,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,8,12,1,0,12,
GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,7,9,1,2,8,
GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,1,1,4,14,12,4,6,13,
GP,M,19,U,LE3,A,4,3,services,at_home,reputation,mother,1,,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,11,11,2,12,11,
GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,15,14,2,8,14,
GP,F,17,U,LE3,T,2,2,services,services,course,father,1,,0,no,no,yes,yes,yes,yes,yes,yes,3,4,1,1,1,2,10,9,4,0,0,
GP,F,18,U,GT3,T,4,3,services,other,home,father,1,,0,no,yes,yes,no,yes,yes,yes,yes,3,1,2,1,3,2,17,18,2,21,18,
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,3,8,8,2,2,8,
GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,13,12,3,1,12,
GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,10,9,3,4,9,
GP,F,18,U,GT3,T,2,2,at_home,services,home,mother,1,,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,1,3,9,10,3,0,0,
GP,M,18,R,LE3,A,3,4,other,other,reputation,mother,2,,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,3,4,1,17,17,2,13,17,
GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,,0,no,no,yes,yes,yes,yes,yes,yes,5,4,4,3,4,5,9,9,2,2,10,
GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2,,0,no,no,yes,yes,yes,yes,yes,no,4,3,4,2,2,4,12,10,2,8,11,
GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,,0,no,yes,yes,yes,yes,yes,yes,yes,5,4,5,1,3,5,10,9,2,10,10,
GP,F,18,R,GT3,T,2,1,other,other,reputation,mother,2,,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,6,0,2,0,0,
GP,F,19,U,GT3,T,3,3,other,services,home,other,1,,2,no,yes,yes,yes,yes,yes,yes,no,4,3,5,3,3,5,9,9,2,15,9,
GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,,0,no,yes,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,15,14,4,4,14,
GP,F,18,U,LE3,T,1,1,other,other,home,mother,2,,0,no,yes,yes,no,no,yes,no,no,4,4,3,1,1,3,11,11,2,2,11,
GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,,0,no,yes,yes,yes,no,yes,no,yes,3,5,2,2,2,1,15,14,2,2,14,
GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,,0,no,yes,yes,no,yes,yes,yes,yes,4,3,3,1,1,1,10,10,2,2,10,
GP,F,17,U,LE3,T,2,2,services,other,course,mother,2,,0,yes,yes,yes,no,yes,yes,yes,yes,4,4,4,2,3,5,12,12,2,6,12,
GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,10,9,2,75,9,
GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2,,0,no,no,yes,yes,yes,yes,yes,no,3,2,4,1,4,3,9,9,1,22,9,
